case_id,vacancy_id,candidate_id,lane,activity,activity_type,assignee,start_time,end_time,duration_sec,outcome,notes
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,РЕКРУТЕР,Разместить вакансию,Task,Екатерина_7,2025-09-08 20:11:29.325256,2025-09-08 20:51:29.325256,2400,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,РЕКРУТЕР,Собирать резюме,Task,Алексей_5,2025-09-08 23:47:29.325256,2025-09-09 00:20:29.325256,1980,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,РЕКРУТЕР,Скрининг,Task,Дмитрий_4,2025-09-09 01:39:29.325256,2025-09-09 01:59:29.325256,1200,passed,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_8,2025-09-09 02:39:29.325256,2025-09-09 03:21:29.325256,2520,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Андрей_4,2025-09-09 06:23:29.325256,2025-09-09 07:32:29.325256,4140,passed,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Анна_6,2025-09-09 08:42:29.325256,2025-09-09 11:19:29.325256,9420,passed,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,ИНТЕРВЬЮЕРЫ,Интервью (раунд 3),User Task,Анна_3,2025-09-09 15:03:29.325256,2025-09-09 15:48:29.325256,2700,passed,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Андрей_8,2025-09-09 19:11:29.325256,2025-09-09 21:58:29.325256,10020,passed,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,HR (ОФФЕР),Согласовать условия,User Task,HR_Manager_8,2025-09-09 22:37:29.325256,2025-09-10 00:28:29.325256,6660,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,HR (ОФФЕР),Сгенерировать оффер,Service Task,HR_Manager_7,2025-09-10 01:19:29.325256,2025-09-10 01:27:29.325256,480,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,HR (ОФФЕР),Отправить оффер,Send Task,HR_Manager_1,2025-09-10 01:39:29.325256,2025-09-10 01:42:29.325256,180,sent,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,HR (ОФФЕР),Timer: ожидание ответа (7 дн),Timer,,2025-09-10 01:42:29.325256,2025-09-17 01:42:29.325256,604800,timer_elapsed,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,SECURITY,Background Check,Call Activity,Служба_БД_4,2025-09-18 15:52:29.325256,2025-09-19 02:55:29.325256,39780,report_ready,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,IT,Выдача оборудования,Task,IT_Specialist_8,2025-09-19 04:05:29.325256,2025-09-19 06:04:29.325256,7140,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,IT,Создать доступы,Task,IT_Specialist_2,2025-09-19 06:44:29.325256,2025-09-19 09:27:29.325256,9780,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,IT,HR/Training: Вводное обучение,Service Task,Ольга_5,2025-09-20 06:37:29.325256,2025-09-20 11:27:29.325256,17400,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,IT,Назначить ментора,Task,Ольга_1,2025-09-20 13:50:29.325256,2025-09-20 14:46:29.325256,3360,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,IT,Message: уведомить всех,Message,system,2025-09-20 15:36:29.325256,2025-09-20 15:57:29.325256,1260,notified,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,HR (финал),Обновить статус в HCM,Service Task,Марина_3,2025-09-20 17:02:29.325256,2025-09-20 17:27:29.325256,1500,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,HR (финал),Payroll / учет,Service Task,Марина_6,2025-09-20 18:24:29.325256,2025-09-20 18:26:29.325256,120,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,HR (финал),Закрыть вакансию на порталах,Service Task,Наталья_6,2025-09-20 19:16:29.325256,2025-09-20 19:56:29.325256,2400,,
03792bf0-4dde-48cd-8e59-05ec830edddb,VAC-1138,CAND-10138,HR (финал),Hire Completed,End Event,system,2025-09-20 20:43:29.325256,2025-09-20 20:43:29.325256,0,hired,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Кузнецов_4,2025-09-02 15:33:29.325256,2025-09-02 16:33:29.325256,3600,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,HR,Зарегистрировать в HCM,Service Task,Марина_4,2025-09-02 17:33:29.325256,2025-09-02 17:51:29.325256,1080,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_6,2025-09-02 18:37:29.325256,2025-09-02 19:26:29.325256,2940,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_2,2025-09-02 23:20:29.325256,2025-09-03 02:02:29.325256,9720,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,РЕКРУТЕР,Скрининг,Task,Алексей_6,2025-09-03 02:38:29.325256,2025-09-03 03:11:29.325256,1980,passed,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_4,2025-09-03 06:02:29.325256,2025-09-03 06:21:29.325256,1140,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Андрей_6,2025-09-03 07:09:29.325256,2025-09-03 07:54:29.325256,2700,passed,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Анна_8,2025-09-03 08:36:29.325256,2025-09-03 11:17:29.325256,9660,passed,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,HR (ОФФЕР),Согласовать условия,User Task,HR_Manager_8,2025-09-03 11:54:29.325256,2025-09-03 14:42:29.325256,10080,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,HR (ОФФЕР),Сгенерировать оффер,Service Task,HR_Manager_7,2025-09-03 15:02:29.325256,2025-09-03 15:29:29.325256,1620,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,HR (ОФФЕР),Отправить оффер,Send Task,HR_Manager_7,2025-09-03 15:36:29.325256,2025-09-03 15:38:29.325256,120,sent,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,HR (ОФФЕР),Timer: ожидание ответа (7 дн),Timer,,2025-09-03 15:38:29.325256,2025-09-08 15:38:29.325256,432000,timer_elapsed,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,SECURITY,Background Check,Call Activity,Служба_БД_1,2025-09-09 23:31:29.325256,2025-09-10 02:21:29.325256,10200,report_ready,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,IT,Выдача оборудования,Task,IT_Specialist_4,2025-09-10 03:05:29.325256,2025-09-10 06:59:29.325256,14040,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,IT,Создать доступы,Task,IT_Specialist_3,2025-09-10 07:28:29.325256,2025-09-10 08:26:29.325256,3480,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,IT,HR/Training: Вводное обучение,Service Task,Ольга_8,2025-09-12 18:03:29.325256,2025-09-12 20:36:29.325256,9180,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,IT,Назначить ментора,Task,Ольга_9,2025-09-12 21:44:29.325256,2025-09-12 22:03:29.325256,1140,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,IT,Message: уведомить всех,Message,system,2025-09-12 22:10:29.325256,2025-09-12 22:12:29.325256,120,notified,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,HR (финал),Обновить статус в HCM,Service Task,Наталья_2,2025-09-12 23:36:29.325256,2025-09-13 00:11:29.325256,2100,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,HR (финал),Payroll / учет,Service Task,Наталья_3,2025-09-13 01:11:29.325256,2025-09-13 02:00:29.325256,2940,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,HR (финал),Закрыть вакансию на порталах,Service Task,Ольга_4,2025-09-13 02:27:29.325256,2025-09-13 02:59:29.325256,1920,,
05605d92-1f45-45d9-9854-89ce7d22165b,VAC-1006,CAND-10006,HR (финал),Hire Completed,End Event,system,2025-09-13 03:55:29.325256,2025-09-13 03:55:29.325256,0,hired,
059e323f-121c-4223-8ce3-5251223d22f9,VAC-1175,CAND-10175,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Сидоров_5,2025-10-21 11:03:29.325256,2025-10-21 11:49:29.325256,2760,,
059e323f-121c-4223-8ce3-5251223d22f9,VAC-1175,CAND-10175,HR,Зарегистрировать в HCM,Service Task,Ольга_6,2025-10-21 12:03:29.325256,2025-10-21 12:17:29.325256,840,,
059e323f-121c-4223-8ce3-5251223d22f9,VAC-1175,CAND-10175,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_1,2025-10-21 12:57:29.325256,2025-10-21 14:50:29.325256,6780,,
059e323f-121c-4223-8ce3-5251223d22f9,VAC-1175,CAND-10175,РЕКРУТЕР,Собирать резюме,Task,Алексей_9,2025-10-21 15:53:29.325256,2025-10-21 19:32:29.325256,13140,,
059e323f-121c-4223-8ce3-5251223d22f9,VAC-1175,CAND-10175,РЕКРУТЕР,Скрининг,Task,Алексей_8,2025-10-21 19:59:29.325256,2025-10-21 20:24:29.325256,1500,passed,
059e323f-121c-4223-8ce3-5251223d22f9,VAC-1175,CAND-10175,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_8,2025-10-21 21:12:29.325256,2025-10-21 21:32:29.325256,1200,,
059e323f-121c-4223-8ce3-5251223d22f9,VAC-1175,CAND-10175,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Анна_6,2025-10-22 00:30:29.325256,2025-10-22 02:23:29.325256,6780,passed,
059e323f-121c-4223-8ce3-5251223d22f9,VAC-1175,CAND-10175,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Андрей_4,2025-10-22 03:51:29.325256,2025-10-22 04:49:29.325256,3480,passed,
059e323f-121c-4223-8ce3-5251223d22f9,VAC-1175,CAND-10175,ИНТЕРВЬЮЕРЫ,Интервью (раунд 3),User Task,Сергей_4,2025-10-22 08:27:29.325256,2025-10-22 10:42:29.325256,8100,rejected,недостаточно навыков
05b85bd7-7184-4174-a72b-cb30be755b0b,VAC-1032,CAND-10032,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_1,2025-09-11 21:26:29.325256,2025-09-11 21:38:29.325256,720,,
05b85bd7-7184-4174-a72b-cb30be755b0b,VAC-1032,CAND-10032,HR,Зарегистрировать в HCM,Service Task,Ольга_2,2025-09-11 21:41:29.325256,2025-09-11 21:51:29.325256,600,,
05b85bd7-7184-4174-a72b-cb30be755b0b,VAC-1032,CAND-10032,РЕКРУТЕР,Разместить вакансию,Task,Екатерина_3,2025-09-11 21:58:29.325256,2025-09-11 22:38:29.325256,2400,,
05b85bd7-7184-4174-a72b-cb30be755b0b,VAC-1032,CAND-10032,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_9,2025-09-12 02:06:29.325256,2025-09-12 04:32:29.325256,8760,,
05b85bd7-7184-4174-a72b-cb30be755b0b,VAC-1032,CAND-10032,РЕКРУТЕР,Скрининг,Task,Екатерина_3,2025-09-12 05:30:29.325256,2025-09-12 05:41:29.325256,660,rejected,некорректное резюме
05b85bd7-7184-4174-a72b-cb30be755b0b,VAC-1032,CAND-10032,РЕКРУТЕР,Скрининг,Task,Екатерина_3,2025-09-12 06:30:29.325256,2025-09-12 07:14:29.325256,2640,rejected,некорректное резюме
05b85bd7-7184-4174-a72b-cb30be755b0b,VAC-1032,CAND-10032,РЕКРУТЕР,Скрининг,Task,Екатерина_3,2025-09-12 07:30:29.325256,2025-09-12 07:52:29.325256,1320,rejected,не соотв. опыту
06fa292e-b68f-4fc6-914c-f45bc3804a4c,VAC-1190,CAND-10190,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_7,2025-10-07 19:44:29.325256,2025-10-07 20:37:29.325256,3180,,
06fa292e-b68f-4fc6-914c-f45bc3804a4c,VAC-1190,CAND-10190,HR,Зарегистрировать в HCM,Service Task,Наталья_2,2025-10-07 21:07:29.325256,2025-10-07 21:37:29.325256,1800,,
06fa292e-b68f-4fc6-914c-f45bc3804a4c,VAC-1190,CAND-10190,РЕКРУТЕР,Разместить вакансию,Task,Алексей_8,2025-10-07 22:30:29.325256,2025-10-07 22:56:29.325256,1560,,
06fa292e-b68f-4fc6-914c-f45bc3804a4c,VAC-1190,CAND-10190,РЕКРУТЕР,Собирать резюме,Task,Екатерина_6,2025-10-08 02:04:29.325256,2025-10-08 03:53:29.325256,6540,,
06fa292e-b68f-4fc6-914c-f45bc3804a4c,VAC-1190,CAND-10190,РЕКРУТЕР,Скрининг,Task,Дмитрий_9,2025-10-08 04:15:29.325256,2025-10-08 04:31:29.325256,960,rejected,не прошёл тест
06fa292e-b68f-4fc6-914c-f45bc3804a4c,VAC-1190,CAND-10190,РЕКРУТЕР,Скрининг,Task,Дмитрий_9,2025-10-08 05:15:29.325256,2025-10-08 05:39:29.325256,1440,rejected,не соотв. опыту
0a38a5b8-9ab7-4635-b794-6ca5416fb357,VAC-1018,CAND-10018,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Сидоров_6,2025-09-21 17:52:29.325256,2025-09-21 18:43:29.325256,3060,,
0a38a5b8-9ab7-4635-b794-6ca5416fb357,VAC-1018,CAND-10018,HR,Зарегистрировать в HCM,Service Task,Наталья_5,2025-09-21 19:38:29.325256,2025-09-21 19:46:29.325256,480,,
0a38a5b8-9ab7-4635-b794-6ca5416fb357,VAC-1018,CAND-10018,РЕКРУТЕР,Разместить вакансию,Task,Алексей_8,2025-09-21 20:43:29.325256,2025-09-21 21:50:29.325256,4020,,
0a38a5b8-9ab7-4635-b794-6ca5416fb357,VAC-1018,CAND-10018,РЕКРУТЕР,Собирать резюме,Task,Екатерина_7,2025-09-22 02:51:29.325256,2025-09-22 05:57:29.325256,11160,,
0a38a5b8-9ab7-4635-b794-6ca5416fb357,VAC-1018,CAND-10018,РЕКРУТЕР,Скрининг,Task,Дмитрий_6,2025-09-22 06:45:29.325256,2025-09-22 06:53:29.325256,480,passed,
0a38a5b8-9ab7-4635-b794-6ca5416fb357,VAC-1018,CAND-10018,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Сергей_6,2025-09-22 08:17:29.325256,2025-09-22 08:44:29.325256,1620,,
0a38a5b8-9ab7-4635-b794-6ca5416fb357,VAC-1018,CAND-10018,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Анна_4,2025-09-22 11:46:29.325256,2025-09-22 13:26:29.325256,6000,passed,
0a38a5b8-9ab7-4635-b794-6ca5416fb357,VAC-1018,CAND-10018,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Сергей_9,2025-09-22 14:17:29.325256,2025-09-22 15:48:29.325256,5460,rejected,недостаточно навыков
0cc1bdd5-f342-4f32-b182-b29c918f8628,VAC-1105,CAND-10105,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_7,2025-09-01 19:48:29.325256,2025-09-01 20:08:29.325256,1200,,
0cc1bdd5-f342-4f32-b182-b29c918f8628,VAC-1105,CAND-10105,HR,Зарегистрировать в HCM,Service Task,Марина_3,2025-09-01 20:51:29.325256,2025-09-01 21:02:29.325256,660,,
0cc1bdd5-f342-4f32-b182-b29c918f8628,VAC-1105,CAND-10105,РЕКРУТЕР,Разместить вакансию,Task,Екатерина_8,2025-09-01 21:49:29.325256,2025-09-01 22:02:29.325256,780,,
0cc1bdd5-f342-4f32-b182-b29c918f8628,VAC-1105,CAND-10105,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_7,2025-09-02 00:43:29.325256,2025-09-02 02:19:29.325256,5760,,
0cc1bdd5-f342-4f32-b182-b29c918f8628,VAC-1105,CAND-10105,РЕКРУТЕР,Скрининг,Task,Алексей_4,2025-09-02 03:13:29.325256,2025-09-02 04:52:29.325256,5940,passed,
0cc1bdd5-f342-4f32-b182-b29c918f8628,VAC-1105,CAND-10105,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_9,2025-09-02 08:24:29.325256,2025-09-02 08:43:29.325256,1140,,
0cc1bdd5-f342-4f32-b182-b29c918f8628,VAC-1105,CAND-10105,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Анна_6,2025-09-02 12:33:29.325256,2025-09-02 15:04:29.325256,9060,rejected,культурный профиль
0d74183b-8b51-44be-ab7f-b89436d61a9f,VAC-1058,CAND-10058,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Кузнецов_1,2025-09-21 18:56:29.325256,2025-09-21 19:20:29.325256,1440,,
0d74183b-8b51-44be-ab7f-b89436d61a9f,VAC-1058,CAND-10058,HR,Зарегистрировать в HCM,Service Task,Марина_8,2025-09-21 19:26:29.325256,2025-09-21 19:39:29.325256,780,,
0d74183b-8b51-44be-ab7f-b89436d61a9f,VAC-1058,CAND-10058,РЕКРУТЕР,Разместить вакансию,Task,Екатерина_6,2025-09-21 19:55:29.325256,2025-09-21 20:32:29.325256,2220,,
0d74183b-8b51-44be-ab7f-b89436d61a9f,VAC-1058,CAND-10058,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_8,2025-09-21 21:06:29.325256,2025-09-21 21:48:29.325256,2520,,
0d74183b-8b51-44be-ab7f-b89436d61a9f,VAC-1058,CAND-10058,РЕКРУТЕР,Скрининг,Task,Екатерина_8,2025-09-21 23:09:29.325256,2025-09-22 01:06:29.325256,7020,passed,
0d74183b-8b51-44be-ab7f-b89436d61a9f,VAC-1058,CAND-10058,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Андрей_7,2025-09-22 01:38:29.325256,2025-09-22 02:37:29.325256,3540,,
0d74183b-8b51-44be-ab7f-b89436d61a9f,VAC-1058,CAND-10058,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_1,2025-09-22 04:14:29.325256,2025-09-22 06:17:29.325256,7380,rejected,поведенческий
0f5fdcd6-49ba-4b98-b02d-abe5e726c26d,VAC-1140,CAND-10140,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_4,2025-08-25 12:53:29.325256,2025-08-25 13:17:29.325256,1440,,
0f5fdcd6-49ba-4b98-b02d-abe5e726c26d,VAC-1140,CAND-10140,HR,Зарегистрировать в HCM,Service Task,Наталья_4,2025-08-25 13:51:29.325256,2025-08-25 13:55:29.325256,240,,
0f5fdcd6-49ba-4b98-b02d-abe5e726c26d,VAC-1140,CAND-10140,РЕКРУТЕР,Разместить вакансию,Task,Алексей_4,2025-08-25 14:30:29.325256,2025-08-25 15:29:29.325256,3540,,
0f5fdcd6-49ba-4b98-b02d-abe5e726c26d,VAC-1140,CAND-10140,РЕКРУТЕР,Собирать резюме,Task,Алексей_3,2025-08-25 20:08:29.325256,2025-08-25 23:26:29.325256,11880,,
0f5fdcd6-49ba-4b98-b02d-abe5e726c26d,VAC-1140,CAND-10140,РЕКРУТЕР,Скрининг,Task,Екатерина_7,2025-08-26 00:42:29.325256,2025-08-26 01:23:29.325256,2460,rejected,некорректное резюме
0f5fdcd6-49ba-4b98-b02d-abe5e726c26d,VAC-1140,CAND-10140,РЕКРУТЕР,Скрининг,Task,Екатерина_7,2025-08-26 01:42:29.325256,2025-08-26 02:30:29.325256,2880,rejected,некорректное резюме
0f5fdcd6-49ba-4b98-b02d-abe5e726c26d,VAC-1140,CAND-10140,РЕКРУТЕР,Скрининг,Task,Екатерина_7,2025-08-26 02:42:29.325256,2025-08-26 03:31:29.325256,2940,rejected,не прошёл тест
