case_id,vacancy_id,candidate_id,lane,activity,activity_type,assignee,start_time,end_time,duration_min,outcome,notes
024f2bb2-25bb-46d8-a837-7b92937d3929,VAC-1133,CAND-10133,HR,Зарегистрировать в HCM,Service Task,Марина_8,2025-09-04 18:07:26,2025-09-04 18:22:26,15,,
024f2bb2-25bb-46d8-a837-7b92937d3929,VAC-1133,CAND-10133,РЕКРУТЕР,Разместить вакансию,Task,Екатерина_6,2025-09-04 20:22:26,2025-09-04 21:22:26,60,,
024f2bb2-25bb-46d8-a837-7b92937d3929,VAC-1133,CAND-10133,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_7,2025-09-04 22:22:26,2025-09-06 23:44:26,2962,,
024f2bb2-25bb-46d8-a837-7b92937d3929,VAC-1133,CAND-10133,РЕКРУТЕР,Скрининг,Task,Екатерина_4,2025-09-07 00:40:26,2025-09-07 01:00:26,20,passed,
024f2bb2-25bb-46d8-a837-7b92937d3929,VAC-1133,CAND-10133,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_5,2025-09-07 01:47:26,2025-09-07 02:09:26,22,,
024f2bb2-25bb-46d8-a837-7b92937d3929,VAC-1133,CAND-10133,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Андрей_1,2025-09-07 04:34:26,2025-09-07 06:16:26,102,rejected,поведенческий
02f442ce-6e26-40b2-a45d-3577ccb1eecc,VAC-1199,CAND-10199,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_1,2025-10-24 22:03:26,2025-10-24 22:56:26,53,,
02f442ce-6e26-40b2-a45d-3577ccb1eecc,VAC-1199,CAND-10199,HR,Зарегистрировать в HCM,Service Task,Наталья_9,2025-10-25 00:12:26,2025-10-25 00:26:26,14,,
02f442ce-6e26-40b2-a45d-3577ccb1eecc,VAC-1199,CAND-10199,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_6,2025-10-25 01:13:26,2025-10-25 01:43:26,30,,
02f442ce-6e26-40b2-a45d-3577ccb1eecc,VAC-1199,CAND-10199,РЕКРУТЕР,Собирать резюме,Task,Алексей_7,2025-10-25 02:43:26,2025-10-27 06:08:26,3085,,
02f442ce-6e26-40b2-a45d-3577ccb1eecc,VAC-1199,CAND-10199,РЕКРУТЕР,Скрининг,Task,Алексей_3,2025-10-27 06:21:26,2025-10-27 06:43:26,22,rejected,не соотв. опыту
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_3,2025-10-17 15:49:26,2025-10-17 16:37:26,48,,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,HR,Зарегистрировать в HCM,Service Task,Ольга_6,2025-10-17 18:13:26,2025-10-17 18:26:26,13,,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_2,2025-10-17 19:04:26,2025-10-17 19:58:26,54,,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,РЕКРУТЕР,Собирать резюме,Task,Алексей_6,2025-10-17 20:58:26,2025-10-20 06:53:26,3475,,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,РЕКРУТЕР,Скрининг,Task,Дмитрий_4,2025-10-20 07:31:26,2025-10-20 08:07:26,36,passed,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Сергей_1,2025-10-20 08:49:26,2025-10-20 09:02:26,13,,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_9,2025-10-20 09:55:26,2025-10-20 11:36:26,101,passed,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Сергей_9,2025-10-20 12:45:26,2025-10-20 13:54:26,69,passed,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,ИНТЕРВЬЮЕРЫ,Интервью (раунд 3),User Task,Андрей_9,2025-10-20 15:43:26,2025-10-20 17:09:26,86,passed,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Андрей_8,2025-10-20 21:02:26,2025-10-20 22:03:26,61,passed,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,HR (ОФФЕР),Согласовать условия,User Task,Наталья_1,2025-10-21 00:42:26,2025-10-21 03:55:26,193,,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,HR (ОФФЕР),Сгенерировать оффер,Service Task,Наталья_2,2025-10-21 04:15:26,2025-10-21 04:29:26,14,,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,HR (ОФФЕР),Отправить оффер,Send Task,Ольга_8,2025-10-21 04:34:26,2025-10-21 04:44:26,10,sent,
04a05016-c12b-4b02-938b-7f82ef266684,VAC-1144,CAND-10144,HR (ОФФЕР),Переговоры / отказ,Task,Марина_5,2025-10-21 06:44:26,2025-10-21 08:10:26,86,rejected,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Сидоров_3,2025-09-18 22:39:26,2025-09-18 23:12:26,33,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,HR,Зарегистрировать в HCM,Service Task,Наталья_1,2025-09-19 01:09:26,2025-09-19 01:34:26,25,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,РЕКРУТЕР,Разместить вакансию,Task,Алексей_5,2025-09-19 04:34:26,2025-09-19 05:02:26,28,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,РЕКРУТЕР,Собирать резюме,Task,Алексей_1,2025-09-19 06:02:26,2025-09-20 20:45:26,2323,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,РЕКРУТЕР,Скрининг,Task,Екатерина_5,2025-09-20 21:45:26,2025-09-20 22:07:26,22,passed,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Сергей_7,2025-09-20 23:31:26,2025-09-21 00:05:26,34,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Андрей_5,2025-09-21 00:56:26,2025-09-21 02:49:26,113,passed,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Андрей_3,2025-09-21 03:40:26,2025-09-21 05:04:26,84,passed,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Анна_2,2025-09-21 08:21:26,2025-09-21 09:47:26,86,passed,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,HR (ОФФЕР),Согласовать условия,User Task,Ольга_4,2025-09-21 12:06:26,2025-09-21 16:04:26,238,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,HR (ОФФЕР),Сгенерировать оффер,Service Task,Наталья_2,2025-09-21 16:24:26,2025-09-21 16:30:26,6,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,HR (ОФФЕР),Отправить оффер,Send Task,Ольга_2,2025-09-21 16:35:26,2025-09-21 16:45:26,10,sent,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,SECURITY,Background Check,Call Activity,Служба_БД_3,2025-09-21 19:45:26,2025-09-24 03:15:26,3330,report_ready,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,IT,Выдача оборудования,Task,IT_Specialist_1,2025-09-24 04:15:26,2025-09-24 06:45:26,150,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,IT,Создать доступы,Task,IT_Specialist_6,2025-09-24 07:15:26,2025-09-24 08:05:26,50,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,IT,Вводное обучение,Service Task,Марина_5,2025-09-24 09:05:26,2025-09-24 16:32:26,447,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,HR,Назначить ментора,Task,Ольга_3,2025-09-24 17:32:26,2025-09-24 18:12:26,40,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,HR,Уведомить всех,Message,system,2025-09-24 18:32:26,2025-09-24 18:37:26,5,notified,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,HR,Обновить HCM,Service Task,Марина_5,2025-09-24 19:07:26,2025-09-24 19:27:26,20,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,HR,Payroll,Service Task,Марина_2,2025-09-24 19:57:26,2025-09-24 20:17:26,20,,
05470c20-0b40-46ce-8737-d2a29768b5ff,VAC-1078,CAND-10078,HR,Закрыть вакансию,Service Task,Наталья_6,2025-09-24 20:37:26,2025-09-24 20:42:26,5,,
09c59f20-f3e0-4bb8-b034-fca760985db8,VAC-1008,CAND-10008,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Сидоров_7,2025-09-10 16:00:26,2025-09-10 16:38:26,38,,
09c59f20-f3e0-4bb8-b034-fca760985db8,VAC-1008,CAND-10008,HR,Зарегистрировать в HCM,Service Task,Наталья_2,2025-09-10 18:09:26,2025-09-10 18:19:26,10,,
09c59f20-f3e0-4bb8-b034-fca760985db8,VAC-1008,CAND-10008,РЕКРУТЕР,Разместить вакансию,Task,Алексей_6,2025-09-10 19:27:26,2025-09-10 20:56:26,89,,
09c59f20-f3e0-4bb8-b034-fca760985db8,VAC-1008,CAND-10008,РЕКРУТЕР,Собирать резюме,Task,Екатерина_3,2025-09-10 21:56:26,2025-09-13 13:41:26,3825,,
09c59f20-f3e0-4bb8-b034-fca760985db8,VAC-1008,CAND-10008,РЕКРУТЕР,Скрининг,Task,Алексей_5,2025-09-13 14:18:26,2025-09-13 14:32:26,14,passed,
09c59f20-f3e0-4bb8-b034-fca760985db8,VAC-1008,CAND-10008,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Сергей_4,2025-09-13 14:57:26,2025-09-13 15:35:26,38,,
09c59f20-f3e0-4bb8-b034-fca760985db8,VAC-1008,CAND-10008,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_3,2025-09-13 16:31:26,2025-09-13 18:01:26,90,passed,
09c59f20-f3e0-4bb8-b034-fca760985db8,VAC-1008,CAND-10008,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Андрей_7,2025-09-13 19:31:26,2025-09-13 20:36:26,65,rejected,недостаточно навыков
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_2,2025-09-23 23:08:26,2025-09-23 23:19:26,11,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,HR,Зарегистрировать в HCM,Service Task,Ольга_4,2025-09-24 00:12:26,2025-09-24 00:24:26,12,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_6,2025-09-24 01:52:26,2025-09-24 02:52:26,60,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,РЕКРУТЕР,Собирать резюме,Task,Екатерина_1,2025-09-24 03:52:26,2025-09-26 15:07:26,3555,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,РЕКРУТЕР,Скрининг,Task,Дмитрий_4,2025-09-26 16:01:26,2025-09-26 16:37:26,36,passed,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_6,2025-09-26 17:48:26,2025-09-26 18:19:26,31,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Андрей_5,2025-09-26 19:34:26,2025-09-26 21:19:26,105,passed,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Андрей_4,2025-09-26 23:05:26,2025-09-27 00:14:26,69,passed,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,HR (ОФФЕР),Согласовать условия,User Task,Ольга_4,2025-09-27 04:22:26,2025-09-27 06:23:26,121,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,HR (ОФФЕР),Сгенерировать оффер,Service Task,Наталья_4,2025-09-27 06:43:26,2025-09-27 06:55:26,12,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,HR (ОФФЕР),Отправить оффер,Send Task,Марина_6,2025-09-27 07:00:26,2025-09-27 07:10:26,10,sent,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,SECURITY,Background Check,Call Activity,Служба_БД_2,2025-09-27 10:10:26,2025-09-30 00:43:26,3753,report_ready,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,IT,Выдача оборудования,Task,IT_Specialist_1,2025-09-30 01:43:26,2025-09-30 04:07:26,144,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,IT,Создать доступы,Task,IT_Specialist_8,2025-09-30 04:37:26,2025-09-30 06:16:26,99,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,IT,Вводное обучение,Service Task,Марина_6,2025-09-30 07:16:26,2025-09-30 13:26:26,370,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,HR,Назначить ментора,Task,Марина_5,2025-09-30 14:26:26,2025-09-30 15:27:26,61,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,HR,Уведомить всех,Message,system,2025-09-30 15:47:26,2025-09-30 15:52:26,5,notified,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,HR,Обновить HCM,Service Task,Ольга_3,2025-09-30 16:22:26,2025-09-30 16:42:26,20,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,HR,Payroll,Service Task,Марина_5,2025-09-30 17:12:26,2025-09-30 17:32:26,20,,
0af3a756-3d1e-49f5-9c4c-c40f7567e89c,VAC-1120,CAND-10120,HR,Закрыть вакансию,Service Task,Ольга_4,2025-09-30 17:52:26,2025-09-30 17:57:26,5,,
0b51fa1f-42c9-42da-83c6-d20c81e69461,VAC-1039,CAND-10039,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_8,2025-09-20 18:56:26,2025-09-20 19:52:26,56,,
0b51fa1f-42c9-42da-83c6-d20c81e69461,VAC-1039,CAND-10039,HR,Зарегистрировать в HCM,Service Task,Марина_8,2025-09-20 21:30:26,2025-09-20 21:49:26,19,,
0b51fa1f-42c9-42da-83c6-d20c81e69461,VAC-1039,CAND-10039,РЕКРУТЕР,Разместить вакансию,Task,Алексей_5,2025-09-20 23:18:26,2025-09-21 00:46:26,88,,
0b51fa1f-42c9-42da-83c6-d20c81e69461,VAC-1039,CAND-10039,РЕКРУТЕР,Собирать резюме,Task,Алексей_6,2025-09-21 01:46:26,2025-09-23 09:47:26,3361,,
0b51fa1f-42c9-42da-83c6-d20c81e69461,VAC-1039,CAND-10039,РЕКРУТЕР,Скрининг,Task,Екатерина_8,2025-09-23 10:40:26,2025-09-23 11:20:26,40,passed,
0b51fa1f-42c9-42da-83c6-d20c81e69461,VAC-1039,CAND-10039,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Сергей_9,2025-09-23 12:16:26,2025-09-23 12:50:26,34,,
0b51fa1f-42c9-42da-83c6-d20c81e69461,VAC-1039,CAND-10039,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Андрей_5,2025-09-23 14:01:26,2025-09-23 15:11:26,70,rejected,недостаточно навыков
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_8,2025-09-29 00:05:26,2025-09-29 00:49:26,44,,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,HR,Зарегистрировать в HCM,Service Task,Марина_2,2025-09-29 02:28:26,2025-09-29 02:49:26,21,,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,РЕКРУТЕР,Разместить вакансию,Task,Алексей_2,2025-09-29 04:07:26,2025-09-29 05:25:26,78,,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,РЕКРУТЕР,Собирать резюме,Task,Алексей_5,2025-09-29 06:25:26,2025-10-01 09:05:26,3040,,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,РЕКРУТЕР,Скрининг,Task,Алексей_5,2025-10-01 09:19:26,2025-10-01 09:32:26,13,passed,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Андрей_4,2025-10-01 10:10:26,2025-10-01 10:35:26,25,,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Анна_9,2025-10-01 11:10:26,2025-10-01 12:32:26,82,passed,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Сергей_1,2025-10-01 13:35:26,2025-10-01 15:20:26,105,passed,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Андрей_9,2025-10-01 17:34:26,2025-10-01 18:43:26,69,passed,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,HR (ОФФЕР),Согласовать условия,User Task,Ольга_6,2025-10-01 22:28:26,2025-10-02 00:53:26,145,,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,HR (ОФФЕР),Сгенерировать оффер,Service Task,Марина_6,2025-10-02 01:13:26,2025-10-02 01:38:26,25,,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,HR (ОФФЕР),Отправить оффер,Send Task,Ольга_9,2025-10-02 01:43:26,2025-10-02 01:53:26,10,sent,
0c1b1a89-c9e1-4072-8fa4-5284a8becc22,VAC-1164,CAND-10164,HR (ОФФЕР),Переговоры / отказ,Task,Ольга_5,2025-10-02 03:53:26,2025-10-02 06:46:26,173,rejected,
0ce94418-7a67-46bc-ada9-de9a73a24c10,VAC-1014,CAND-10014,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_7,2025-10-22 15:52:26,2025-10-22 16:36:26,44,,
0ce94418-7a67-46bc-ada9-de9a73a24c10,VAC-1014,CAND-10014,HR,Зарегистрировать в HCM,Service Task,Марина_1,2025-10-22 18:11:26,2025-10-22 18:39:26,28,,
0ce94418-7a67-46bc-ada9-de9a73a24c10,VAC-1014,CAND-10014,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_3,2025-10-22 19:30:26,2025-10-22 21:12:26,102,,
0ce94418-7a67-46bc-ada9-de9a73a24c10,VAC-1014,CAND-10014,РЕКРУТЕР,Собирать резюме,Task,Алексей_1,2025-10-22 22:12:26,2025-10-25 05:43:26,3331,,
0ce94418-7a67-46bc-ada9-de9a73a24c10,VAC-1014,CAND-10014,РЕКРУТЕР,Скрининг,Task,Дмитрий_4,2025-10-25 06:09:26,2025-10-25 06:31:26,22,passed,
0ce94418-7a67-46bc-ada9-de9a73a24c10,VAC-1014,CAND-10014,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Сергей_5,2025-10-25 07:34:26,2025-10-25 08:08:26,34,,
0ce94418-7a67-46bc-ada9-de9a73a24c10,VAC-1014,CAND-10014,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_1,2025-10-25 10:25:26,2025-10-25 11:42:26,77,rejected,культурный профиль
0da6d276-aa06-422c-b3c6-0c7b77a53521,VAC-1045,CAND-10045,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_4,2025-09-07 22:31:26,2025-09-07 23:25:26,54,,
0da6d276-aa06-422c-b3c6-0c7b77a53521,VAC-1045,CAND-10045,HR,Зарегистрировать в HCM,Service Task,Наталья_8,2025-09-08 00:00:26,2025-09-08 00:14:26,14,,
0da6d276-aa06-422c-b3c6-0c7b77a53521,VAC-1045,CAND-10045,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_2,2025-09-08 01:28:26,2025-09-08 03:19:26,111,,
0da6d276-aa06-422c-b3c6-0c7b77a53521,VAC-1045,CAND-10045,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_6,2025-09-08 04:19:26,2025-09-11 02:52:26,4233,,
0da6d276-aa06-422c-b3c6-0c7b77a53521,VAC-1045,CAND-10045,РЕКРУТЕР,Скрининг,Task,Екатерина_9,2025-09-11 03:47:26,2025-09-11 03:59:26,12,passed,
0da6d276-aa06-422c-b3c6-0c7b77a53521,VAC-1045,CAND-10045,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Андрей_3,2025-09-11 04:57:26,2025-09-11 05:34:26,37,,
0da6d276-aa06-422c-b3c6-0c7b77a53521,VAC-1045,CAND-10045,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Андрей_3,2025-09-11 08:14:26,2025-09-11 09:27:26,73,passed,
0da6d276-aa06-422c-b3c6-0c7b77a53521,VAC-1045,CAND-10045,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Анна_6,2025-09-11 10:57:26,2025-09-11 12:45:26,108,passed,
0da6d276-aa06-422c-b3c6-0c7b77a53521,VAC-1045,CAND-10045,ИНТЕРВЬЮЕРЫ,Интервью (раунд 3),User Task,Андрей_2,2025-09-11 15:14:26,2025-09-11 17:09:26,115,passed,
0da6d276-aa06-422c-b3c6-0c7b77a53521,VAC-1045,CAND-10045,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Анна_8,2025-09-11 19:28:26,2025-09-11 21:03:26,95,rejected,финал не пройден
0e2ad4b2-adac-4bf8-8218-46587b1ef370,VAC-1040,CAND-10040,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Сидоров_2,2025-10-05 21:08:26,2025-10-05 21:41:26,33,,
0e2ad4b2-adac-4bf8-8218-46587b1ef370,VAC-1040,CAND-10040,HR,Зарегистрировать в HCM,Service Task,Марина_2,2025-10-05 23:32:26,2025-10-06 00:09:26,37,,
0e2ad4b2-adac-4bf8-8218-46587b1ef370,VAC-1040,CAND-10040,РЕКРУТЕР,Разместить вакансию,Task,Алексей_5,2025-10-06 01:51:26,2025-10-06 02:21:26,30,,
0e2ad4b2-adac-4bf8-8218-46587b1ef370,VAC-1040,CAND-10040,РЕКРУТЕР,Собирать резюме,Task,Екатерина_3,2025-10-06 03:21:26,2025-10-08 10:01:26,3280,,
0e2ad4b2-adac-4bf8-8218-46587b1ef370,VAC-1040,CAND-10040,РЕКРУТЕР,Скрининг,Task,Алексей_8,2025-10-08 10:38:26,2025-10-08 10:50:26,12,rejected,не соотв. опыту
0e57f489-5cf9-46fb-ab0b-6d51d3ace1c6,VAC-1167,CAND-10167,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Сидоров_6,2025-09-03 14:00:26,2025-09-03 14:44:26,44,,
0e57f489-5cf9-46fb-ab0b-6d51d3ace1c6,VAC-1167,CAND-10167,HR,Зарегистрировать в HCM,Service Task,Ольга_8,2025-09-03 16:26:26,2025-09-03 16:58:26,32,,
0e57f489-5cf9-46fb-ab0b-6d51d3ace1c6,VAC-1167,CAND-10167,РЕКРУТЕР,Разместить вакансию,Task,Екатерина_3,2025-09-03 18:42:26,2025-09-03 20:38:26,116,,
0e57f489-5cf9-46fb-ab0b-6d51d3ace1c6,VAC-1167,CAND-10167,РЕКРУТЕР,Собирать резюме,Task,Екатерина_8,2025-09-03 21:38:26,2025-09-06 12:13:26,3755,,
0e57f489-5cf9-46fb-ab0b-6d51d3ace1c6,VAC-1167,CAND-10167,РЕКРУТЕР,Скрининг,Task,Алексей_8,2025-09-06 12:44:26,2025-09-06 13:16:26,32,rejected,не соотв. опыту
113321ec-5372-44e2-ab09-19939fb9bed0,VAC-1051,CAND-10051,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_5,2025-10-19 23:14:26,2025-10-20 00:02:26,48,,
