case_id,vacancy_id,candidate_id,lane,activity,activity_type,is_wait_time,assignee,start_time,end_time,duration_min,outcome,notes
0b9c1161-37b1-499b-a495-ca6b82acd9b3,VAC-1022,CAND-10022,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,no,Анна_8,2025-10-22 05:12:04.498795,2025-10-22 06:33:04.498795,81,passed,
0b9c1161-37b1-499b-a495-ca6b82acd9b3,VAC-1022,CAND-10022,HR (ОФФЕР),Согласовать условия,User Task,no,Марина_4,2025-10-22 08:04:04.498795,2025-10-22 09:11:04.498795,67,,
0b9c1161-37b1-499b-a495-ca6b82acd9b3,VAC-1022,CAND-10022,HR (ОФФЕР),Сгенерировать оффер,Service Task,no,Наталья_5,2025-10-22 09:31:04.498795,2025-10-22 09:58:04.498795,27,,
0b9c1161-37b1-499b-a495-ca6b82acd9b3,VAC-1022,CAND-10022,HR (ОФФЕР),Отправить оффер,Send Task,no,Марина_1,2025-10-22 10:03:04.498795,2025-10-22 10:13:04.498795,10,sent,
0b9c1161-37b1-499b-a495-ca6b82acd9b3,VAC-1022,CAND-10022,HR (ОФФЕР),Ожидание ответа (3д),Timer,yes,,2025-10-22 10:13:04.498795,2025-10-25 10:13:04.498795,4320,timer_elapsed,
0b9c1161-37b1-499b-a495-ca6b82acd9b3,VAC-1022,CAND-10022,SECURITY,Background Check,Call Activity,no,Служба_БД_8,2025-10-25 13:13:04.498795,2025-10-28 19:53:04.498795,4720,report_ready,
0b9c1161-37b1-499b-a495-ca6b82acd9b3,VAC-1022,CAND-10022,SECURITY,Решение руководителя по BG,User Task,no,Петров_5,2025-10-28 21:53:04.498795,2025-10-29 01:38:04.498795,225,reject_by_manager,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Сидоров_6,2025-09-01 13:01:04.498795,2025-09-01 13:20:04.498795,19,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-09-01 13:20:04.498795,2025-09-01 14:11:04.498795,51,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,HR,Зарегистрировать в HCM,Service Task,no,Марина_7,2025-09-01 14:11:04.498795,2025-09-01 14:45:04.498795,34,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,РЕКРУТЕР,Разместить вакансию,Task,no,Екатерина_5,2025-09-01 17:20:04.498795,2025-09-01 17:58:04.498795,38,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,РЕКРУТЕР,Собирать резюме,Task,no,Дмитрий_7,2025-09-01 18:58:04.498795,2025-09-04 13:49:04.498795,4011,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-09-04 13:49:04.498795,2025-09-05 00:31:04.498795,642,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,РЕКРУТЕР,Скрининг,Task,no,Екатерина_2,2025-09-05 00:31:04.498795,2025-09-05 00:43:04.498795,12,passed,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,СИСТЕМА,Ожидание назначения интервью,Wait,yes,,2025-09-05 00:43:04.498795,2025-09-06 10:12:04.498795,2009,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Сергей_8,2025-09-06 10:12:04.498795,2025-09-06 10:44:04.498795,32,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-09-06 10:44:04.498795,2025-09-07 00:19:04.498795,815,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,no,Анна_2,2025-09-07 00:19:04.498795,2025-09-07 02:18:04.498795,119,passed,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,СИСТЕМА,Ожидание интервью (раунд 2),Wait,yes,,2025-09-07 02:18:04.498795,2025-09-07 22:46:04.498795,1228,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,no,Анна_6,2025-09-07 22:46:04.498795,2025-09-08 00:29:04.498795,103,passed,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,СИСТЕМА,Ожидание интервью (раунд 3),Wait,yes,,2025-09-08 00:29:04.498795,2025-09-08 22:59:04.498795,1350,,
0d0c2228-c528-4362-a345-7914a97f8d19,VAC-1076,CAND-10076,ИНТЕРВЬЮЕРЫ,Интервью (раунд 3),User Task,no,Сергей_4,2025-09-08 22:59:04.498795,2025-09-08 23:52:04.498795,53,rejected,поведенческий
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Петров_8,2025-10-10 19:19:04.498795,2025-10-10 19:36:04.498795,17,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-10-10 19:36:04.498795,2025-10-10 21:17:04.498795,101,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,HR,Зарегистрировать в HCM,Service Task,no,Наталья_6,2025-10-10 21:17:04.498795,2025-10-10 21:36:04.498795,19,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,РЕКРУТЕР,Разместить вакансию,Task,no,Алексей_2,2025-10-10 22:19:04.498795,2025-10-11 00:04:04.498795,105,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,РЕКРУТЕР,Собирать резюме,Task,no,Екатерина_7,2025-10-11 01:04:04.498795,2025-10-12 17:10:04.498795,2406,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-10-12 17:10:04.498795,2025-10-13 01:42:04.498795,512,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,РЕКРУТЕР,Скрининг,Task,no,Алексей_5,2025-10-13 01:42:04.498795,2025-10-13 01:52:04.498795,10,passed,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,СИСТЕМА,Ожидание назначения интервью,Wait,yes,,2025-10-13 01:52:04.498795,2025-10-14 15:22:04.498795,2250,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Андрей_1,2025-10-14 15:22:04.498795,2025-10-14 15:57:04.498795,35,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-10-14 15:57:04.498795,2025-10-15 09:52:04.498795,1075,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,no,Андрей_6,2025-10-15 09:52:04.498795,2025-10-15 11:37:04.498795,105,passed,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,СИСТЕМА,Ожидание интервью (раунд 2),Wait,yes,,2025-10-15 11:37:04.498795,2025-10-16 08:46:04.498795,1269,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,no,Сергей_2,2025-10-16 08:46:04.498795,2025-10-16 09:42:04.498795,56,passed,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,СИСТЕМА,Ожидание интервью (раунд 3),Wait,yes,,2025-10-16 09:42:04.498795,2025-10-17 05:24:04.498795,1182,,
0f3f5f4b-4b60-493c-8600-4cadbf564bf5,VAC-1136,CAND-10136,ИНТЕРВЬЮЕРЫ,Интервью (раунд 3),User Task,no,Анна_1,2025-10-17 05:24:04.498795,2025-10-17 06:52:04.498795,88,rejected,недостаточно навыков
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Петров_1,2025-09-06 19:01:04.498795,2025-09-06 19:37:04.498795,36,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-09-06 19:37:04.498795,2025-09-06 20:15:04.498795,38,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,HR,Зарегистрировать в HCM,Service Task,no,Ольга_2,2025-09-06 20:15:04.498795,2025-09-06 20:47:04.498795,32,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,РЕКРУТЕР,Разместить вакансию,Task,no,Екатерина_7,2025-09-06 21:28:04.498795,2025-09-06 22:17:04.498795,49,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,РЕКРУТЕР,Собирать резюме,Task,no,Дмитрий_8,2025-09-06 23:17:04.498795,2025-09-09 23:07:04.498795,4310,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-09-09 23:07:04.498795,2025-09-10 03:33:04.498795,266,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,РЕКРУТЕР,Скрининг,Task,no,Алексей_9,2025-09-10 03:33:04.498795,2025-09-10 04:01:04.498795,28,passed,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,СИСТЕМА,Ожидание назначения интервью,Wait,yes,,2025-09-10 04:01:04.498795,2025-09-11 17:28:04.498795,2247,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Анна_1,2025-09-11 17:28:04.498795,2025-09-11 17:40:04.498795,12,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-09-11 17:40:04.498795,2025-09-12 03:53:04.498795,613,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,no,Сергей_7,2025-09-12 03:53:04.498795,2025-09-12 05:08:04.498795,75,passed,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,СИСТЕМА,Ожидание интервью (раунд 2),Wait,yes,,2025-09-12 05:08:04.498795,2025-09-13 01:05:04.498795,1197,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,no,Сергей_4,2025-09-13 01:05:04.498795,2025-09-13 02:31:04.498795,86,passed,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,no,Анна_2,2025-09-13 11:47:04.498795,2025-09-13 12:57:04.498795,70,passed,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,HR (ОФФЕР),Согласовать условия,User Task,no,Наталья_8,2025-09-13 14:36:04.498795,2025-09-13 16:03:04.498795,87,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,HR (ОФФЕР),Сгенерировать оффер,Service Task,no,Ольга_7,2025-09-13 16:23:04.498795,2025-09-13 16:42:04.498795,19,,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,HR (ОФФЕР),Отправить оффер,Send Task,no,Наталья_9,2025-09-13 16:47:04.498795,2025-09-13 16:57:04.498795,10,sent,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,HR (ОФФЕР),Ожидание ответа (2д),Timer,yes,,2025-09-13 16:57:04.498795,2025-09-15 16:57:04.498795,2880,timer_elapsed,
0fc43ec2-2a0c-49a0-aae6-5df7e268b39c,VAC-1084,CAND-10084,HR (ОФФЕР),Переговоры / отказ,Task,no,Ольга_5,2025-09-15 18:57:04.498795,2025-09-15 20:50:04.498795,113,rejected,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Иванов_1,2025-09-14 12:39:04.498795,2025-09-14 13:37:04.498795,58,,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-09-14 13:37:04.498795,2025-09-14 14:31:04.498795,54,,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,HR,Зарегистрировать в HCM,Service Task,no,Ольга_2,2025-09-14 14:31:04.498795,2025-09-14 15:05:04.498795,34,,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,РЕКРУТЕР,Разместить вакансию,Task,no,Алексей_4,2025-09-14 17:54:04.498795,2025-09-14 19:14:04.498795,80,,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,РЕКРУТЕР,Собирать резюме,Task,no,Дмитрий_1,2025-09-14 20:14:04.498795,2025-09-16 13:18:04.498795,2464,,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-09-16 13:18:04.498795,2025-09-16 18:22:04.498795,304,,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,РЕКРУТЕР,Скрининг,Task,no,Екатерина_4,2025-09-16 18:22:04.498795,2025-09-16 18:56:04.498795,34,passed,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,СИСТЕМА,Ожидание назначения интервью,Wait,yes,,2025-09-16 18:56:04.498795,2025-09-18 10:03:04.498795,2347,,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Анна_1,2025-09-18 10:03:04.498795,2025-09-18 10:20:04.498795,17,,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-09-18 10:20:04.498795,2025-09-19 06:52:04.498795,1232,,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,no,Андрей_8,2025-09-19 06:52:04.498795,2025-09-19 07:49:04.498795,57,passed,
10941b73-2723-4bbb-96bd-875b75e520ed,VAC-1135,CAND-10135,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,no,Андрей_1,2025-09-19 22:27:04.498795,2025-09-19 23:51:04.498795,84,rejected,финал не пройден
11aacce9-9fac-4c03-9268-5c2bd26ccc8f,VAC-1014,CAND-10014,РУКОВОДИТЕЛЬ,Создать заявку,User Task,no,Иванов_7,2025-10-21 13:25:04.498795,2025-10-21 14:09:04.498795,44,,
11aacce9-9fac-4c03-9268-5c2bd26ccc8f,VAC-1014,CAND-10014,СИСТЕМА,Ожидание обработки,Wait,yes,,2025-10-21 14:09:04.498795,2025-10-21 15:44:04.498795,95,,
11aacce9-9fac-4c03-9268-5c2bd26ccc8f,VAC-1014,CAND-10014,HR,Зарегистрировать в HCM,Service Task,no,Марина_1,2025-10-21 15:44:04.498795,2025-10-21 16:12:04.498795,28,,
11aacce9-9fac-4c03-9268-5c2bd26ccc8f,VAC-1014,CAND-10014,РЕКРУТЕР,Разместить вакансию,Task,no,Дмитрий_3,2025-10-21 17:03:04.498795,2025-10-21 18:45:04.498795,102,,
11aacce9-9fac-4c03-9268-5c2bd26ccc8f,VAC-1014,CAND-10014,РЕКРУТЕР,Собирать резюме,Task,no,Алексей_1,2025-10-21 19:45:04.498795,2025-10-24 03:16:04.498795,3331,,
11aacce9-9fac-4c03-9268-5c2bd26ccc8f,VAC-1014,CAND-10014,СИСТЕМА,Ожидание проверки резюме,Wait,yes,,2025-10-24 03:16:04.498795,2025-10-24 10:42:04.498795,446,,
11aacce9-9fac-4c03-9268-5c2bd26ccc8f,VAC-1014,CAND-10014,РЕКРУТЕР,Скрининг,Task,no,Дмитрий_4,2025-10-24 10:42:04.498795,2025-10-24 11:04:04.498795,22,passed,
11aacce9-9fac-4c03-9268-5c2bd26ccc8f,VAC-1014,CAND-10014,СИСТЕМА,Ожидание назначения интервью,Wait,yes,,2025-10-24 11:04:04.498795,2025-10-25 22:35:04.498795,2131,,
11aacce9-9fac-4c03-9268-5c2bd26ccc8f,VAC-1014,CAND-10014,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,no,Сергей_5,2025-10-25 22:35:04.498795,2025-10-25 23:09:04.498795,34,,
11aacce9-9fac-4c03-9268-5c2bd26ccc8f,VAC-1014,CAND-10014,СИСТЕМА,Ожидание интервью (раунд 1),Wait,yes,,2025-10-25 23:09:04.498795,2025-10-26 21:20:04.498795,1331,,
