case_id,vacancy_id,candidate_id,lane,activity,activity_type,assignee,start_time,end_time,duration_min,outcome,notes
00d5f296-1bf0-4ac7-a2b8-bdae6d56e41a,VAC-1188,CAND-10188,HR (ОФФЕР),Переговоры / отказ,Task,HR_Manager_6,2025-10-04 17:10:47.262585,2025-10-04 18:27:47.262585,77,rejected,
01da0f00-c07b-4d83-9b79-35698e6a5c25,VAC-1137,CAND-10137,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_9,2025-09-05 18:21:47.262585,2025-09-05 19:20:47.262585,59,,
01da0f00-c07b-4d83-9b79-35698e6a5c25,VAC-1137,CAND-10137,HR,Зарегистрировать в HCM,Service Task,Наталья_8,2025-09-05 19:40:47.262585,2025-09-05 20:11:47.262585,31,,
01da0f00-c07b-4d83-9b79-35698e6a5c25,VAC-1137,CAND-10137,РЕКРУТЕР,Разместить вакансию,Task,Екатерина_5,2025-09-05 20:41:47.262585,2025-09-05 21:50:47.262585,69,,
01da0f00-c07b-4d83-9b79-35698e6a5c25,VAC-1137,CAND-10137,РЕКРУТЕР,Собирать резюме,Task,Алексей_1,2025-09-05 22:50:47.262585,2025-09-07 00:53:47.262585,1563,,
01da0f00-c07b-4d83-9b79-35698e6a5c25,VAC-1137,CAND-10137,РЕКРУТЕР,Скрининг,Task,Алексей_5,2025-09-07 03:43:47.262585,2025-09-07 04:09:47.262585,26,passed,
01da0f00-c07b-4d83-9b79-35698e6a5c25,VAC-1137,CAND-10137,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Андрей_6,2025-09-07 07:09:47.262585,2025-09-07 07:28:47.262585,19,,
01da0f00-c07b-4d83-9b79-35698e6a5c25,VAC-1137,CAND-10137,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_6,2025-09-07 08:15:47.262585,2025-09-07 09:14:47.262585,59,passed,
01da0f00-c07b-4d83-9b79-35698e6a5c25,VAC-1137,CAND-10137,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Анна_2,2025-09-07 09:35:47.262585,2025-09-07 10:41:47.262585,66,rejected,поведенческий
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_7,2025-09-12 16:38:47.262585,2025-09-12 17:26:47.262585,48,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,HR,Зарегистрировать в HCM,Service Task,Ольга_1,2025-09-12 17:46:47.262585,2025-09-12 18:06:47.262585,20,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,РЕКРУТЕР,Разместить вакансию,Task,Алексей_3,2025-09-12 18:36:47.262585,2025-09-12 19:07:47.262585,31,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,РЕКРУТЕР,Собирать резюме,Task,Екатерина_1,2025-09-12 20:07:47.262585,2025-09-14 15:45:47.262585,2618,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,РЕКРУТЕР,Скрининг,Task,Алексей_8,2025-09-14 16:52:47.262585,2025-09-14 17:23:47.262585,31,passed,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_8,2025-09-14 20:23:47.262585,2025-09-14 20:45:47.262585,22,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Анна_5,2025-09-14 21:45:47.262585,2025-09-14 23:08:47.262585,83,passed,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Сергей_2,2025-09-15 03:08:47.262585,2025-09-15 04:48:47.262585,100,passed,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,HR (ОФФЕР),Согласовать условия,User Task,HR_Manager_3,2025-09-15 08:17:47.262585,2025-09-15 10:25:47.262585,128,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,HR (ОФФЕР),Сгенерировать оффер,Service Task,HR_Manager_6,2025-09-15 10:45:47.262585,2025-09-15 10:59:47.262585,14,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,HR (ОФФЕР),Отправить оффер,Send Task,HR_Manager_1,2025-09-15 11:04:47.262585,2025-09-15 11:14:47.262585,10,sent,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,HR (ОФФЕР),Timer: ожидание ответа (дни),Timer,,2025-09-15 11:14:47.262585,2025-09-18 11:14:47.262585,4320,timer_elapsed,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,SECURITY,Background Check,Call Activity,Служба_БД_4,2025-09-18 14:14:47.262585,2025-09-24 19:17:47.262585,8943,report_ready,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,IT,Выдача оборудования,Task,IT_Specialist_6,2025-09-24 20:17:47.262585,2025-09-24 23:48:47.262585,211,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,IT,Создать доступы,Task,IT_Specialist_7,2025-09-25 00:18:47.262585,2025-09-25 03:50:47.262585,212,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,IT,HR/Training: Вводное обучение,Service Task,Ольга_9,2025-09-25 05:50:47.262585,2025-09-25 12:05:47.262585,375,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,HR,Назначить ментора,Task,Марина_3,2025-09-25 13:05:47.262585,2025-09-25 14:29:47.262585,84,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,HR,Message: уведомить всех,Message,system,2025-09-25 14:49:47.262585,2025-09-25 14:54:47.262585,5,notified,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,HR,Обновить статус в HCM,Service Task,Ольга_3,2025-09-25 15:24:47.262585,2025-09-25 15:44:47.262585,20,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,HR,Payroll / учет,Service Task,Наталья_9,2025-09-25 16:14:47.262585,2025-09-25 16:34:47.262585,20,,
029eb479-f882-453b-8715-207727c6591e,VAC-1163,CAND-10163,HR,Закрыть вакансию на порталах,Service Task,Ольга_6,2025-09-25 16:54:47.262585,2025-09-25 16:59:47.262585,5,,
0804e974-ddde-43d3-bed0-960b53503f02,VAC-1028,CAND-10028,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Сидоров_8,2025-10-21 15:27:47.262585,2025-10-21 15:47:47.262585,20,,
0804e974-ddde-43d3-bed0-960b53503f02,VAC-1028,CAND-10028,HR,Зарегистрировать в HCM,Service Task,Ольга_6,2025-10-21 16:07:47.262585,2025-10-21 16:47:47.262585,40,,
0804e974-ddde-43d3-bed0-960b53503f02,VAC-1028,CAND-10028,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_2,2025-10-21 17:17:47.262585,2025-10-21 17:51:47.262585,34,,
0804e974-ddde-43d3-bed0-960b53503f02,VAC-1028,CAND-10028,РЕКРУТЕР,Собирать резюме,Task,Алексей_7,2025-10-21 18:51:47.262585,2025-10-22 08:27:47.262585,816,,
0804e974-ddde-43d3-bed0-960b53503f02,VAC-1028,CAND-10028,РЕКРУТЕР,Скрининг,Task,Алексей_7,2025-10-22 11:19:47.262585,2025-10-22 11:40:47.262585,21,passed,
0804e974-ddde-43d3-bed0-960b53503f02,VAC-1028,CAND-10028,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Андрей_8,2025-10-22 14:40:47.262585,2025-10-22 15:07:47.262585,27,,
0804e974-ddde-43d3-bed0-960b53503f02,VAC-1028,CAND-10028,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Анна_6,2025-10-22 16:00:47.262585,2025-10-22 17:59:47.262585,119,passed,
0804e974-ddde-43d3-bed0-960b53503f02,VAC-1028,CAND-10028,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Анна_9,2025-10-22 18:32:47.262585,2025-10-22 19:46:47.262585,74,passed,
0804e974-ddde-43d3-bed0-960b53503f02,VAC-1028,CAND-10028,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Андрей_2,2025-10-22 23:46:47.262585,2025-10-23 01:12:47.262585,86,rejected,финал не пройден
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_5,2025-10-22 15:30:47.262585,2025-10-22 15:42:47.262585,12,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,HR,Зарегистрировать в HCM,Service Task,Марина_2,2025-10-22 16:02:47.262585,2025-10-22 16:30:47.262585,28,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_8,2025-10-22 17:00:47.262585,2025-10-22 18:02:47.262585,62,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,РЕКРУТЕР,Собирать резюме,Task,Екатерина_9,2025-10-22 19:02:47.262585,2025-10-24 18:48:47.262585,2866,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,РЕКРУТЕР,Скрининг,Task,Алексей_9,2025-10-24 21:24:47.262585,2025-10-24 22:02:47.262585,38,passed,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Андрей_6,2025-10-25 01:02:47.262585,2025-10-25 01:18:47.262585,16,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Андрей_6,2025-10-25 02:36:47.262585,2025-10-25 03:53:47.262585,77,passed,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Андрей_3,2025-10-25 07:53:47.262585,2025-10-25 09:15:47.262585,82,passed,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,HR (ОФФЕР),Согласовать условия,User Task,HR_Manager_9,2025-10-25 12:51:47.262585,2025-10-25 21:46:47.262585,535,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,HR (ОФФЕР),Сгенерировать оффер,Service Task,HR_Manager_7,2025-10-25 22:06:47.262585,2025-10-25 22:21:47.262585,15,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,HR (ОФФЕР),Отправить оффер,Send Task,HR_Manager_3,2025-10-25 22:26:47.262585,2025-10-25 22:36:47.262585,10,sent,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,HR (ОФФЕР),Timer: ожидание ответа (дни),Timer,,2025-10-25 22:36:47.262585,2025-10-27 22:36:47.262585,2880,timer_elapsed,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,SECURITY,Background Check,Call Activity,Служба_БД_1,2025-10-28 01:36:47.262585,2025-11-10 17:08:47.262585,19652,report_ready,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,IT,Выдача оборудования,Task,IT_Specialist_5,2025-11-10 18:08:47.262585,2025-11-10 20:08:47.262585,120,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,IT,Создать доступы,Task,IT_Specialist_1,2025-11-10 20:38:47.262585,2025-11-10 22:32:47.262585,114,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,IT,HR/Training: Вводное обучение,Service Task,Марина_6,2025-11-11 00:32:47.262585,2025-11-11 05:45:47.262585,313,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,HR,Назначить ментора,Task,Наталья_2,2025-11-11 06:45:47.262585,2025-11-11 08:15:47.262585,90,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,HR,Message: уведомить всех,Message,system,2025-11-11 08:35:47.262585,2025-11-11 08:40:47.262585,5,notified,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,HR,Обновить статус в HCM,Service Task,Ольга_5,2025-11-11 09:10:47.262585,2025-11-11 09:30:47.262585,20,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,HR,Payroll / учет,Service Task,Наталья_7,2025-11-11 10:00:47.262585,2025-11-11 10:20:47.262585,20,,
0b80bce0-0da0-4971-931c-fca0748365b6,VAC-1058,CAND-10058,HR,Закрыть вакансию на порталах,Service Task,Марина_9,2025-11-11 10:40:47.262585,2025-11-11 10:45:47.262585,5,,
11ae5bef-fa74-4c41-9e3f-d7f9e1254822,VAC-1030,CAND-10030,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_6,2025-10-23 14:28:47.262585,2025-10-23 15:01:47.262585,33,,
11ae5bef-fa74-4c41-9e3f-d7f9e1254822,VAC-1030,CAND-10030,HR,Зарегистрировать в HCM,Service Task,Марина_6,2025-10-23 15:21:47.262585,2025-10-23 15:48:47.262585,27,,
11ae5bef-fa74-4c41-9e3f-d7f9e1254822,VAC-1030,CAND-10030,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_5,2025-10-23 16:18:47.262585,2025-10-23 16:45:47.262585,27,,
11ae5bef-fa74-4c41-9e3f-d7f9e1254822,VAC-1030,CAND-10030,РЕКРУТЕР,Собирать резюме,Task,Алексей_8,2025-10-23 17:45:47.262585,2025-10-24 10:42:47.262585,1017,,
11ae5bef-fa74-4c41-9e3f-d7f9e1254822,VAC-1030,CAND-10030,РЕКРУТЕР,Скрининг,Task,Алексей_1,2025-10-24 11:35:47.262585,2025-10-24 12:06:47.262585,31,passed,
11ae5bef-fa74-4c41-9e3f-d7f9e1254822,VAC-1030,CAND-10030,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Андрей_3,2025-10-24 15:06:47.262585,2025-10-24 15:26:47.262585,20,,
11ae5bef-fa74-4c41-9e3f-d7f9e1254822,VAC-1030,CAND-10030,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Анна_4,2025-10-24 16:12:47.262585,2025-10-24 17:05:47.262585,53,rejected,культурный профиль
11b70d21-f612-4e51-aa02-e6ce2021722d,VAC-1022,CAND-10022,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_5,2025-08-25 21:12:47.262585,2025-08-25 21:37:47.262585,25,,
11b70d21-f612-4e51-aa02-e6ce2021722d,VAC-1022,CAND-10022,HR,Зарегистрировать в HCM,Service Task,Наталья_9,2025-08-25 21:57:47.262585,2025-08-25 22:24:47.262585,27,,
11b70d21-f612-4e51-aa02-e6ce2021722d,VAC-1022,CAND-10022,РЕКРУТЕР,Разместить вакансию,Task,Алексей_4,2025-08-25 22:54:47.262585,2025-08-26 00:06:47.262585,72,,
11b70d21-f612-4e51-aa02-e6ce2021722d,VAC-1022,CAND-10022,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_2,2025-08-26 01:06:47.262585,2025-08-26 12:50:47.262585,704,,
11b70d21-f612-4e51-aa02-e6ce2021722d,VAC-1022,CAND-10022,РЕКРУТЕР,Скрининг,Task,Екатерина_5,2025-08-26 13:59:47.262585,2025-08-26 14:24:47.262585,25,passed,
11b70d21-f612-4e51-aa02-e6ce2021722d,VAC-1022,CAND-10022,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Сергей_8,2025-08-26 17:24:47.262585,2025-08-26 17:42:47.262585,18,,
11b70d21-f612-4e51-aa02-e6ce2021722d,VAC-1022,CAND-10022,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_4,2025-08-26 18:33:47.262585,2025-08-26 20:16:47.262585,103,passed,
11b70d21-f612-4e51-aa02-e6ce2021722d,VAC-1022,CAND-10022,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Сергей_7,2025-08-26 21:41:47.262585,2025-08-26 22:43:47.262585,62,rejected,поведенческий
12373a84-2a45-4c38-98f4-70ed97898115,VAC-1041,CAND-10041,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Сидоров_4,2025-09-19 10:59:47.262585,2025-09-19 11:41:47.262585,42,,
12373a84-2a45-4c38-98f4-70ed97898115,VAC-1041,CAND-10041,HR,Зарегистрировать в HCM,Service Task,Наталья_6,2025-09-19 12:01:47.262585,2025-09-19 12:23:47.262585,22,,
12373a84-2a45-4c38-98f4-70ed97898115,VAC-1041,CAND-10041,РЕКРУТЕР,Разместить вакансию,Task,Алексей_6,2025-09-19 12:53:47.262585,2025-09-19 13:41:47.262585,48,,
12373a84-2a45-4c38-98f4-70ed97898115,VAC-1041,CAND-10041,РЕКРУТЕР,Собирать резюме,Task,Екатерина_6,2025-09-19 14:41:47.262585,2025-09-20 01:26:47.262585,645,,
12373a84-2a45-4c38-98f4-70ed97898115,VAC-1041,CAND-10041,РЕКРУТЕР,Скрининг,Task,Алексей_5,2025-09-20 02:33:47.262585,2025-09-20 02:47:47.262585,14,rejected,некорректное резюме
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Кузнецов_8,2025-10-07 13:43:47.262585,2025-10-07 13:56:47.262585,13,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,HR,Зарегистрировать в HCM,Service Task,Марина_9,2025-10-07 14:16:47.262585,2025-10-07 14:50:47.262585,34,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,РЕКРУТЕР,Разместить вакансию,Task,Алексей_7,2025-10-07 15:20:47.262585,2025-10-07 15:51:47.262585,31,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_3,2025-10-07 16:51:47.262585,2025-10-08 16:37:47.262585,1426,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,РЕКРУТЕР,Скрининг,Task,Алексей_8,2025-10-08 17:40:47.262585,2025-10-08 18:00:47.262585,20,passed,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_7,2025-10-08 21:00:47.262585,2025-10-08 21:11:47.262585,11,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Анна_3,2025-10-08 22:22:47.262585,2025-10-09 00:11:47.262585,109,passed,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Андрей_8,2025-10-09 04:11:47.262585,2025-10-09 05:13:47.262585,62,passed,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,HR (ОФФЕР),Согласовать условия,User Task,HR_Manager_9,2025-10-09 07:54:47.262585,2025-10-09 19:39:47.262585,705,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,HR (ОФФЕР),Сгенерировать оффер,Service Task,HR_Manager_4,2025-10-09 19:59:47.262585,2025-10-09 20:23:47.262585,24,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,HR (ОФФЕР),Отправить оффер,Send Task,HR_Manager_5,2025-10-09 20:28:47.262585,2025-10-09 20:38:47.262585,10,sent,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,HR (ОФФЕР),Timer: ожидание ответа (дни),Timer,,2025-10-09 20:38:47.262585,2025-10-13 20:38:47.262585,5760,timer_elapsed,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,SECURITY,Background Check,Call Activity,Служба_БД_2,2025-10-13 23:38:47.262585,2025-10-27 11:59:47.262585,19461,report_ready,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,IT,Выдача оборудования,Task,IT_Specialist_6,2025-10-27 12:59:47.262585,2025-10-27 15:47:47.262585,168,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,IT,Создать доступы,Task,IT_Specialist_6,2025-10-27 16:17:47.262585,2025-10-27 17:35:47.262585,78,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,IT,HR/Training: Вводное обучение,Service Task,Марина_1,2025-10-27 19:35:47.262585,2025-10-28 03:39:47.262585,484,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,HR,Назначить ментора,Task,Наталья_6,2025-10-28 04:39:47.262585,2025-10-28 06:27:47.262585,108,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,HR,Message: уведомить всех,Message,system,2025-10-28 06:47:47.262585,2025-10-28 06:52:47.262585,5,notified,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,HR,Обновить статус в HCM,Service Task,Марина_8,2025-10-28 07:22:47.262585,2025-10-28 07:42:47.262585,20,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,HR,Payroll / учет,Service Task,Марина_3,2025-10-28 08:12:47.262585,2025-10-28 08:32:47.262585,20,,
13ac36bd-d463-4494-88c5-ad25c3392ead,VAC-1145,CAND-10145,HR,Закрыть вакансию на порталах,Service Task,Ольга_1,2025-10-28 08:52:47.262585,2025-10-28 08:57:47.262585,5,,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_5,2025-09-15 16:28:47.262585,2025-09-15 17:07:47.262585,39,,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,HR,Зарегистрировать в HCM,Service Task,Марина_2,2025-09-15 17:27:47.262585,2025-09-15 18:06:47.262585,39,,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,РЕКРУТЕР,Разместить вакансию,Task,Алексей_6,2025-09-15 18:36:47.262585,2025-09-15 20:22:47.262585,106,,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,РЕКРУТЕР,Собирать резюме,Task,Алексей_5,2025-09-15 21:22:47.262585,2025-09-16 09:24:47.262585,722,,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,РЕКРУТЕР,Скрининг,Task,Дмитрий_3,2025-09-16 10:23:47.262585,2025-09-16 10:38:47.262585,15,passed,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_3,2025-09-16 13:38:47.262585,2025-09-16 14:01:47.262585,23,,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Анна_3,2025-09-16 15:15:47.262585,2025-09-16 16:23:47.262585,68,passed,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Андрей_6,2025-09-16 17:04:47.262585,2025-09-16 18:51:47.262585,107,passed,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Сергей_1,2025-09-16 22:51:47.262585,2025-09-17 00:33:47.262585,102,passed,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,HR (ОФФЕР),Согласовать условия,User Task,HR_Manager_7,2025-09-17 03:37:47.262585,2025-09-17 07:56:47.262585,259,,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,HR (ОФФЕР),Сгенерировать оффер,Service Task,HR_Manager_7,2025-09-17 08:16:47.262585,2025-09-17 08:38:47.262585,22,,
1446780a-a1d7-4471-b8e2-124b2358b9f6,VAC-1076,CAND-10076,HR (ОФФЕР),Отправить оффер,Send Task,HR_Manager_7,2025-09-17 08:43:47.262585,2025-09-17 08:53:47.262585,10,sent,
