case_id,vacancy_id,candidate_id,lane,activity,activity_type,assignee,start_time,end_time,duration_sec,outcome,notes
08217d1b-aed8-4f8e-95d9-8d934c4543b7,VAC-1002,CAND-10002,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_7,2025-10-06 20:05:13.940715,2025-10-07 02:40:13.940715,23700,,
08217d1b-aed8-4f8e-95d9-8d934c4543b7,VAC-1002,CAND-10002,РЕКРУТЕР,Скрининг,Task,Дмитрий_3,2025-10-07 04:38:13.940715,2025-10-07 06:10:13.940715,5520,passed,
08217d1b-aed8-4f8e-95d9-8d934c4543b7,VAC-1002,CAND-10002,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_9,2025-10-07 07:21:13.940715,2025-10-07 08:13:13.940715,3120,,
08217d1b-aed8-4f8e-95d9-8d934c4543b7,VAC-1002,CAND-10002,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_6,2025-10-07 11:12:13.940715,2025-10-07 13:46:13.940715,9240,rejected,недостаточно навыков
0c41cf95-eb55-4560-90c7-7434e66ff8ce,VAC-1116,CAND-10116,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_9,2025-08-31 11:55:13.940715,2025-08-31 12:42:13.940715,2820,,
0c41cf95-eb55-4560-90c7-7434e66ff8ce,VAC-1116,CAND-10116,HR,Зарегистрировать в HCM,Service Task,Марина_7,2025-08-31 13:35:13.940715,2025-08-31 13:36:13.940715,60,,
0c41cf95-eb55-4560-90c7-7434e66ff8ce,VAC-1116,CAND-10116,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_1,2025-08-31 14:10:13.940715,2025-08-31 16:17:13.940715,7620,,
0c41cf95-eb55-4560-90c7-7434e66ff8ce,VAC-1116,CAND-10116,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_4,2025-08-31 19:25:13.940715,2025-09-01 00:56:13.940715,19860,,
0c41cf95-eb55-4560-90c7-7434e66ff8ce,VAC-1116,CAND-10116,РЕКРУТЕР,Скрининг,Task,Дмитрий_6,2025-09-01 02:43:13.940715,2025-09-01 03:54:13.940715,4260,passed,
0c41cf95-eb55-4560-90c7-7434e66ff8ce,VAC-1116,CAND-10116,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_2,2025-09-01 07:11:13.940715,2025-09-01 08:04:13.940715,3180,,
0c41cf95-eb55-4560-90c7-7434e66ff8ce,VAC-1116,CAND-10116,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Андрей_5,2025-09-01 09:39:13.940715,2025-09-01 12:26:13.940715,10020,rejected,культурный профиль
0e5daa73-5c6c-441d-b8fd-b4d8c5d22418,VAC-1079,CAND-10079,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_8,2025-09-07 18:27:13.940715,2025-09-07 18:57:13.940715,1800,,
0e5daa73-5c6c-441d-b8fd-b4d8c5d22418,VAC-1079,CAND-10079,HR,Зарегистрировать в HCM,Service Task,Ольга_6,2025-09-07 19:53:13.940715,2025-09-07 20:03:13.940715,600,,
0e5daa73-5c6c-441d-b8fd-b4d8c5d22418,VAC-1079,CAND-10079,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_1,2025-09-07 20:09:13.940715,2025-09-07 22:50:13.940715,9660,,
0e5daa73-5c6c-441d-b8fd-b4d8c5d22418,VAC-1079,CAND-10079,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_5,2025-09-08 00:34:13.940715,2025-09-08 03:16:13.940715,9720,,
0e5daa73-5c6c-441d-b8fd-b4d8c5d22418,VAC-1079,CAND-10079,РЕКРУТЕР,Скрининг,Task,Алексей_8,2025-09-08 04:55:13.940715,2025-09-08 06:24:13.940715,5340,passed,
0e5daa73-5c6c-441d-b8fd-b4d8c5d22418,VAC-1079,CAND-10079,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Андрей_9,2025-09-08 08:38:13.940715,2025-09-08 09:32:13.940715,3240,,
0e5daa73-5c6c-441d-b8fd-b4d8c5d22418,VAC-1079,CAND-10079,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_1,2025-09-08 11:04:13.940715,2025-09-08 12:27:13.940715,4980,passed,
0e5daa73-5c6c-441d-b8fd-b4d8c5d22418,VAC-1079,CAND-10079,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Анна_1,2025-09-08 13:56:13.940715,2025-09-08 16:59:13.940715,10980,passed,
0e5daa73-5c6c-441d-b8fd-b4d8c5d22418,VAC-1079,CAND-10079,ИНТЕРВЬЮЕРЫ,Интервью (раунд 3),User Task,Сергей_5,2025-09-08 18:54:13.940715,2025-09-08 19:39:13.940715,2700,rejected,недостаточно навыков
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_6,2025-09-02 14:25:13.940715,2025-09-02 14:30:13.940715,300,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,HR,Зарегистрировать в HCM,Service Task,Марина_1,2025-09-02 14:49:13.940715,2025-09-02 15:05:13.940715,960,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_5,2025-09-02 15:50:13.940715,2025-09-02 18:15:13.940715,8700,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_5,2025-09-02 18:27:13.940715,2025-09-03 01:59:13.940715,27120,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,РЕКРУТЕР,Скрининг,Task,Алексей_9,2025-09-03 03:20:13.940715,2025-09-03 03:59:13.940715,2340,passed,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Сергей_7,2025-09-03 05:52:13.940715,2025-09-03 06:32:13.940715,2400,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_4,2025-09-03 10:05:13.940715,2025-09-03 13:58:13.940715,13980,passed,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Андрей_9,2025-09-03 15:35:13.940715,2025-09-03 16:40:13.940715,3900,passed,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Анна_5,2025-09-03 20:19:13.940715,2025-09-03 23:40:13.940715,12060,passed,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,HR (ОФФЕР),Согласовать условия,User Task,HR_Manager_7,2025-09-04 01:02:13.940715,2025-09-04 07:04:13.940715,21720,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,HR (ОФФЕР),Сгенерировать оффер,Service Task,HR_Manager_3,2025-09-04 07:21:13.940715,2025-09-04 07:50:13.940715,1740,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,HR (ОФФЕР),Отправить оффер,Send Task,HR_Manager_8,2025-09-04 07:55:13.940715,2025-09-04 08:00:13.940715,300,sent,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,HR (ОФФЕР),Timer: ожидание ответа (дни),Timer,,2025-09-04 08:00:13.940715,2025-09-09 08:00:13.940715,432000,timer_elapsed,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,SECURITY,Background Check,Call Activity,Служба_БД_6,2025-09-11 02:31:13.940715,2025-09-12 20:06:13.940715,149700,report_ready,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,IT,Выдача оборудования,Task,IT_Specialist_3,2025-09-12 20:13:13.940715,2025-09-12 22:59:13.940715,9960,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,IT,Создать доступы,Task,IT_Specialist_3,2025-09-12 23:17:13.940715,2025-09-13 00:39:13.940715,4920,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,IT,HR/Training: Вводное обучение,Service Task,Наталья_4,2025-09-15 12:31:13.940715,2025-09-15 19:43:13.940715,25920,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,IT,Назначить ментора,Task,Наталья_8,2025-09-15 20:11:13.940715,2025-09-15 20:40:13.940715,1740,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,IT,Message: уведомить всех,Message,system,2025-09-15 20:54:13.940715,2025-09-15 21:05:13.940715,660,notified,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,HR (финал),Обновить статус в HCM,Service Task,Ольга_6,2025-09-15 21:59:13.940715,2025-09-15 22:19:13.940715,1200,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,HR (финал),Payroll / учет,Service Task,Наталья_6,2025-09-15 22:49:13.940715,2025-09-15 23:34:13.940715,2700,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,HR (финал),Закрыть вакансию на порталах,Service Task,Наталья_1,2025-09-15 23:40:13.940715,2025-09-16 00:34:13.940715,3240,,
0f9e09f4-6bb3-41c0-b9fb-34938bda1244,VAC-1125,CAND-10125,HR (финал),Hire Completed,End Event,system,2025-09-16 00:52:13.940715,2025-09-16 00:52:13.940715,0,hired,
100ea089-ab85-4e14-b42d-950b8503b772,VAC-1157,CAND-10157,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Сидоров_5,2025-10-20 21:14:13.940715,2025-10-20 22:08:13.940715,3240,,
100ea089-ab85-4e14-b42d-950b8503b772,VAC-1157,CAND-10157,HR,Зарегистрировать в HCM,Service Task,Наталья_5,2025-10-20 22:19:13.940715,2025-10-20 22:44:13.940715,1500,,
100ea089-ab85-4e14-b42d-950b8503b772,VAC-1157,CAND-10157,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_7,2025-10-20 23:34:13.940715,2025-10-21 00:09:13.940715,2100,,
100ea089-ab85-4e14-b42d-950b8503b772,VAC-1157,CAND-10157,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_5,2025-10-21 01:44:13.940715,2025-10-21 03:14:13.940715,5400,,
100ea089-ab85-4e14-b42d-950b8503b772,VAC-1157,CAND-10157,РЕКРУТЕР,Скрининг,Task,Алексей_8,2025-10-21 03:41:13.940715,2025-10-21 04:25:13.940715,2640,rejected,некорректное резюме
10954e0f-abfa-48b0-b3d4-551b94beeb15,VAC-1044,CAND-10044,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_7,2025-10-22 18:42:13.940715,2025-10-22 19:38:13.940715,3360,,
10954e0f-abfa-48b0-b3d4-551b94beeb15,VAC-1044,CAND-10044,HR,Зарегистрировать в HCM,Service Task,Марина_3,2025-10-22 19:44:13.940715,2025-10-22 19:58:13.940715,840,,
10954e0f-abfa-48b0-b3d4-551b94beeb15,VAC-1044,CAND-10044,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_2,2025-10-22 20:33:13.940715,2025-10-22 22:08:13.940715,5700,,
10954e0f-abfa-48b0-b3d4-551b94beeb15,VAC-1044,CAND-10044,РЕКРУТЕР,Собирать резюме,Task,Екатерина_5,2025-10-22 22:38:13.940715,2025-10-23 02:25:13.940715,13620,,
10954e0f-abfa-48b0-b3d4-551b94beeb15,VAC-1044,CAND-10044,РЕКРУТЕР,Скрининг,Task,Екатерина_7,2025-10-23 03:09:13.940715,2025-10-23 04:16:13.940715,4020,passed,
10954e0f-abfa-48b0-b3d4-551b94beeb15,VAC-1044,CAND-10044,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Сергей_1,2025-10-23 06:17:13.940715,2025-10-23 06:44:13.940715,1620,,
10954e0f-abfa-48b0-b3d4-551b94beeb15,VAC-1044,CAND-10044,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_1,2025-10-23 08:44:13.940715,2025-10-23 12:06:13.940715,12120,rejected,недостаточно навыков
10b8f615-3de7-42c1-9f7b-731a04c94a67,VAC-1119,CAND-10119,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_3,2025-08-26 19:57:13.940715,2025-08-26 20:35:13.940715,2280,,
10b8f615-3de7-42c1-9f7b-731a04c94a67,VAC-1119,CAND-10119,HR,Зарегистрировать в HCM,Service Task,Ольга_4,2025-08-26 21:19:13.940715,2025-08-26 21:21:13.940715,120,,
10b8f615-3de7-42c1-9f7b-731a04c94a67,VAC-1119,CAND-10119,РЕКРУТЕР,Разместить вакансию,Task,Алексей_2,2025-08-26 22:03:13.940715,2025-08-26 22:23:13.940715,1200,,
10b8f615-3de7-42c1-9f7b-731a04c94a67,VAC-1119,CAND-10119,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_6,2025-08-26 23:43:13.940715,2025-08-27 07:22:13.940715,27540,,
10b8f615-3de7-42c1-9f7b-731a04c94a67,VAC-1119,CAND-10119,РЕКРУТЕР,Скрининг,Task,Дмитрий_4,2025-08-27 08:52:13.940715,2025-08-27 09:52:13.940715,3600,passed,
10b8f615-3de7-42c1-9f7b-731a04c94a67,VAC-1119,CAND-10119,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Андрей_2,2025-08-27 13:08:13.940715,2025-08-27 13:58:13.940715,3000,,
10b8f615-3de7-42c1-9f7b-731a04c94a67,VAC-1119,CAND-10119,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_6,2025-08-27 17:33:13.940715,2025-08-27 20:41:13.940715,11280,rejected,поведенческий
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Иванов_1,2025-09-13 16:53:13.940715,2025-09-13 17:27:13.940715,2040,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,HR,Зарегистрировать в HCM,Service Task,Марина_5,2025-09-13 17:39:13.940715,2025-09-13 17:57:13.940715,1080,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,РЕКРУТЕР,Разместить вакансию,Task,Дмитрий_7,2025-09-13 18:54:13.940715,2025-09-13 19:56:13.940715,3720,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,РЕКРУТЕР,Собирать резюме,Task,Екатерина_7,2025-09-13 20:40:13.940715,2025-09-14 00:19:13.940715,13140,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,РЕКРУТЕР,Скрининг,Task,Алексей_8,2025-09-14 01:26:13.940715,2025-09-14 03:13:13.940715,6420,passed,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Анна_8,2025-09-14 06:16:13.940715,2025-09-14 06:55:13.940715,2340,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,ИНТЕРВЬЮЕРЫ,Интервью (раунд 1),User Task,Сергей_8,2025-09-14 08:05:13.940715,2025-09-14 10:59:13.940715,10440,passed,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,ИНТЕРВЬЮЕРЫ,Интервью (раунд 2),User Task,Сергей_5,2025-09-14 14:00:13.940715,2025-09-14 16:21:13.940715,8460,passed,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,ИНТЕРВЬЮЕРЫ,Финальное интервью,User Task,Андрей_3,2025-09-14 18:07:13.940715,2025-09-14 19:07:13.940715,3600,passed,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,HR (ОФФЕР),Согласовать условия,User Task,HR_Manager_1,2025-09-14 22:51:13.940715,2025-09-15 02:28:13.940715,13020,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,HR (ОФФЕР),Сгенерировать оффер,Service Task,HR_Manager_7,2025-09-15 03:21:13.940715,2025-09-15 03:51:13.940715,1800,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,HR (ОФФЕР),Отправить оффер,Send Task,HR_Manager_6,2025-09-15 03:55:13.940715,2025-09-15 04:02:13.940715,420,sent,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,HR (ОФФЕР),Timer: ожидание ответа (дни),Timer,,2025-09-15 04:02:13.940715,2025-09-20 04:02:13.940715,432000,timer_elapsed,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,SECURITY,Background Check,Call Activity,Служба_БД_4,2025-09-22 01:11:13.940715,2025-09-23 01:51:13.940715,88800,report_ready,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,IT,Выдача оборудования,Task,IT_Specialist_5,2025-09-23 03:07:13.940715,2025-09-23 03:58:13.940715,3060,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,IT,Создать доступы,Task,IT_Specialist_1,2025-09-23 04:17:13.940715,2025-09-23 05:53:13.940715,5760,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,IT,HR/Training: Вводное обучение,Service Task,Ольга_7,2025-09-25 02:25:13.940715,2025-09-25 03:44:13.940715,4740,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,IT,Назначить ментора,Task,Ольга_5,2025-09-25 06:14:13.940715,2025-09-25 07:29:13.940715,4500,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,IT,Message: уведомить всех,Message,system,2025-09-25 07:31:13.940715,2025-09-25 07:54:13.940715,1380,notified,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,HR (финал),Обновить статус в HCM,Service Task,Наталья_6,2025-09-25 08:55:13.940715,2025-09-25 09:33:13.940715,2280,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,HR (финал),Payroll / учет,Service Task,Ольга_6,2025-09-25 09:58:13.940715,2025-09-25 10:35:13.940715,2220,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,HR (финал),Закрыть вакансию на порталах,Service Task,Ольга_2,2025-09-25 11:12:13.940715,2025-09-25 11:19:13.940715,420,,
12442843-97fe-4945-a424-5cf9e40c8e26,VAC-1180,CAND-10180,HR (финал),Hire Completed,End Event,system,2025-09-25 12:04:13.940715,2025-09-25 12:04:13.940715,0,hired,
129665f0-5399-498c-ab43-92367da2735a,VAC-1070,CAND-10070,РУКОВОДИТЕЛЬ,Создать заявку,User Task,Петров_8,2025-09-26 19:02:13.940715,2025-09-26 19:51:13.940715,2940,,
129665f0-5399-498c-ab43-92367da2735a,VAC-1070,CAND-10070,HR,Зарегистрировать в HCM,Service Task,Ольга_9,2025-09-26 20:15:13.940715,2025-09-26 20:28:13.940715,780,,
129665f0-5399-498c-ab43-92367da2735a,VAC-1070,CAND-10070,РЕКРУТЕР,Разместить вакансию,Task,Алексей_8,2025-09-26 20:38:13.940715,2025-09-26 22:26:13.940715,6480,,
129665f0-5399-498c-ab43-92367da2735a,VAC-1070,CAND-10070,РЕКРУТЕР,Собирать резюме,Task,Дмитрий_2,2025-09-26 23:02:13.940715,2025-09-27 02:33:13.940715,12660,,
129665f0-5399-498c-ab43-92367da2735a,VAC-1070,CAND-10070,РЕКРУТЕР,Скрининг,Task,Екатерина_3,2025-09-27 02:52:13.940715,2025-09-27 04:48:13.940715,6960,passed,
129665f0-5399-498c-ab43-92367da2735a,VAC-1070,CAND-10070,ИНТЕРВЬЮЕРЫ,Назначить интервью,User Task,Андрей_9,2025-09-27 06:23:13.940715,2025-09-27 06:57:13.940715,2040,,
